category,item,description, cost , dimensions 
CRESCENT ,87182C4060,40X60 MRM SDE BRONZE,  108.10 , 40x60 
CRESCENT ,87183C4060,40X60 MRM SDE MOCCASIN,  108.10 , 40x60 
CRESCENT ,87184C4060,40X60 MRM SDE CINNAMON,  108.10 , 40x60 
CRESCENT ,87185C4060,40X60 MRM SDE CHAMBORD,  108.10 , 40x60 
CRESCENT ,87188C4060,40X60 MRM SDE MERCURY,  108.10 , 40x60 
CRESCENT ,87190C4060,40X60 MRM SDE OLIVE,  108.10 , 40x60 
CRESCENT ,87191C4060,40X60 MRM SDE PFALZGRAFF,  108.10 , 40x60 
CRESCENT ,87193C4060,40X60 MRM SDE TUMBLEWEED,  108.10 , 40x60 
CRESCENT ,87195C4060,40X60 MRM SDE SAPPHIRE,  108.10 , 40x60 
CRESCENT ,87199C4060,40X60 MRM SDE SPRUCE,  108.10 , 40x60 
CRESCENT ,87501C4060,40X60 MRM LIN VINK TWEED,  105.00 , 40x60 
CRESCENT ,87513C4060,40X60 MRM LIN FOREST GREEN,  105.00 , 40x60 
CRESCENT ,87519C4060,40X60 MRM LIN WHITE,  105.00 , 40x60 
CRESCENT ,87522C4060,40X60 MRM LIN BLACK,  105.00 , 40x60 
CRESCENT ,87526C4060,40X60 MRM LIN CREAM,  105.00 , 40x60 
CRESCENT ,87540C4060,40X60 MRM LIN LIGHT BEIGE,  105.00 , 40x60 
CRESCENT ,87541C4060,40X60 MRM LIN SILVER GRAY,  105.00 , 40x60 
CRESCENT ,87542C4060,40X60 MRM LIN RED CARPET,  105.00 , 40x60 
CRESCENT ,87548C4060,40X60 MRM LIN TRUE BLUE,  105.00 , 40x60 
CRESCENT ,87549C4060,40X60 MRM LIN JASPER BROWN,  105.00 , 40x60 
CRESCENT ,87550C4060,40X60 MRM LIN SMOKEY HILL,  105.00 , 40x60 
CRESCENT ,87551C4060,40X60 MRM LIN FLAX,  105.00 , 40x60 
CRESCENT ,87553C4060,40X60 MRM LIN EDELWEISS,  105.00 , 40x60 
CRESCENT ,87554C4060,40X60 MRM LIN NORTH SEA,  105.00 , 40x60 
CRESCENT ,87556C4060,40X60 MRM LIN DUTCH CHOCOLATE,  105.00 , 40x60 
CRESCENT ,87557C4060,40X60 MRM LIN TOPIARY,  105.00 , 40x60 
CRESCENT ,87560C4060,40X60 MRM LIN BASQUE,  105.00 , 40x60 
CRESCENT ,87564C4060,40X60 MRM LIN MAROON,  105.00 , 40x60 
CRESCENT ,87569C4060,40X60 MRM LIN LODEN GREEN,  105.00 , 40x60 
CRESCENT ,87572C4060,40X60 MRM RUSTIC LIN WORN GRAY,  105.00 , 40x60 
CRESCENT ,87580C4060,40X60 MRM LIN BURGUNDY,  105.00 , 40x60 
CRESCENT ,87581C4060,40X60 MRM LIN JEWEL BLUE,  105.00 , 40x60 
CRESCENT ,87582C4060,40X60 MRM LIN LOTUS,  105.00 , 40x60 
CRESCENT ,87586C4060,40X60 MRM LIN SUMI,  105.00 , 40x60 
CRESCENT ,87597C4060,40X60 MRM LIN OFF WHITE,  105.00 , 40x60 
CRESCENT ,87700C4060,40X60 MRM NAT LIN WARM WHITE,  175.50 , 40x60 
CRESCENT ,87705C4060,40X60 MRM NAT LIN STONE,  175.50 , 40x60 
CRESCENT ,87706C4060,40X60 MRM NAT LIN HARVEST,  175.50 , 40x60 
CRESCENT ,87707C4060,40X60 MRM NAT LIN MIDNIGHT,  175.50 , 40x60 
CRESCENT ,22263C4872,48X72 RAG MUS WHITE 8PLY,  247.60 , 48x72 
CRESCENT ,22269C4872,48X72 RAG MUS ANT WHITE 8PLY,  247.60 , 48x72 
CRESCENT ,2263C4872,48X72 RAG MUS WHITE,  111.40 , 48x72 
CRESCENT ,2269C4872,48X72 RAG MUS ANTIQUE WHITE,  111.40 , 48x72 
CRESCENT ,22273C4896,48X96 RAG MUS WHITE 8PLY,  349.40 , 48x96 
CRESCENT ,2273C4896,48X96 RAG MUS WHITE,  143.00 , 48x96 
CRESCENT ,2275C4896,48X96 RAG MUS BLACK,  174.00 , 48x96 
CRESCENT ,2279C4896,48X96 RAG MUS ANTIQUE WHITE,  143.00 , 48x96 
CRESCENT ,2281C60104,60X104 RAG MUS SILK,  207.60 , 60x104 
CRESCENT ,1100C,RAG MUS ARCHIVAL MIST,  31.75 , 32x40 
CRESCENT ,1101C,RAG MUS NEUTRAL GRAY,  31.75 , 32x40 
CRESCENT ,1102C,RAG MUS VINTAGE GRAY,  31.75 , 32x40 
CRESCENT ,1104C,RAG MUS ANTIQUE TAN,  35.00 , 32x40 
CRESCENT ,1105C,RAG MUS DESERT SAND,  31.75 , 32x40 
CRESCENT ,1106C,RAG MUS ANTIQUE GRAY,  31.75 , 32x40 
CRESCENT ,1112C,RAG MUS SOFT WHITE,  30.05 , 32x40 
CRESCENT ,1114C,RAG MUS ALMOND,  31.75 , 32x40 
CRESCENT ,1115C,RAG MUS BLACK,  41.05 , 32x40 
CRESCENT ,1117C,RAG MUS GRAY,  31.75 , 32x40 
CRESCENT ,1121C,RAG MUS INVERNESS,  31.75 , 32x40 
CRESCENT ,1122C,RAG MUS STRATFORD,  31.75 , 32x40 
CRESCENT ,1123C,RAG MUS NEW CASTLE,  41.05 , 32x40 
CRESCENT ,1125C,RAG MUS SHETLAND,  31.75 , 32x40 
CRESCENT ,1126C,RAG MUS SAND DOLLAR,  30.05 , 32x40 
CRESCENT ,1127C,RAG MUS SPROUT,  31.75 , 32x40 
CRESCENT ,1128C,RAG MUS SHORELINE,  31.75 , 32x40 
CRESCENT ,1129C,RAG MUS BLUFF,  31.75 , 32x40 
CRESCENT ,1133C,RAG MUS BRIAR,  31.75 , 32x40 
CRESCENT ,1136C,RAG MUS LOAM,  41.05 , 32x40 
CRESCENT ,1137C,RAG MUS FIELDSTONE,  41.05 , 32x40 
CRESCENT ,1150C,RAG SLD WHITE 2PLY,  13.60 , 32x40 
CRESCENT ,1152C,RAG SLD CREAM 2PLY,  13.60 , 32x40 
CRESCENT ,1153C,RAG SOLID WHITE,  23.70 , 32x40 
CRESCENT ,1157C,RAG SLD ANTIQUE WHITE 2PLY,  13.60 , 32x40 
CRESCENT ,1159C,RAG SLD ANTIQUE WHITE,  23.70 , 32x40 
CRESCENT ,1170C,RAG MUS COOL WHITE,  30.05 , 32x40 
CRESCENT ,1171C,RAG MUS SILK,  30.05 , 32x40 
CRESCENT ,1173C,RAG MUS SOFT CREAM,  31.75 , 32x40 
CRESCENT ,1174C,RAG MUS BEIGE,  31.75 , 32x40 
CRESCENT ,1175C,RAG MUS CLAY,  31.75 , 32x40 
CRESCENT ,1176C,RAG MUS SUNTAN,  31.75 , 32x40 
CRESCENT ,1177C,RAG MUS BROWNSTONE,  41.05 , 32x40 
CRESCENT ,1184C,RAG MUS SABLE,  41.05 , 32x40 
CRESCENT ,1186C,RAG MUS COOL GRAY,  31.75 , 32x40 
CRESCENT ,1187C,RAG MUS ESSENTIAL GRAY,  35.00 , 32x40 
CRESCENT ,1188C,RAG MUS WINTER WHITE,  30.05 , 32x40 
CRESCENT ,1189C,RAG MUS SANGUINE,  41.05 , 32x40 
CRESCENT ,1530C,RAG MUS WHT/ANTIQUE WHT,  26.70 , 32x40 
CRESCENT ,1531C,RAG MUS OFF WHITE/CREAM,  26.70 , 32x40 
CRESCENT ,1536C,RAG MUS WHITE 6PLY,  51.05 , 32x40 
CRESCENT ,21104C,RAG MUS ANTIQUE TAN 8PLY,  73.40 , 32x40 
CRESCENT ,21106C,RAG MUS ANTIQUE GRAY 8PL,  73.40 , 32x40 
CRESCENT ,21112C,RAG MUS SOFT WHITE 8PLY,  70.00 , 32x40 
CRESCENT ,21115C,RAG MUS BLACK 8PLY,  98.00 , 32x40 
CRESCENT ,21126C,RAG MUS SAND DOLLAR 8PLY,  70.00 , 32x40 
CRESCENT ,21171C,RAG MUS SILK 8PLY,  70.00 , 32x40 
CRESCENT ,21188C,RAG MUS WINTER WHITE 8PLY,  70.00 , 32x40 
CRESCENT ,22255C,RAG MUS CREAM 8PLY,  73.40 , 32x40 
CRESCENT ,2238C,RAG MUS WHITE 8PLY,  70.00 , 32x40 
CRESCENT ,2239C,RAG MUS ANTQ WHITE 8PLY,  70.00 , 32x40 
CRESCENT ,2253C,RAG MUS WHITE,  30.05 , 32x40 
CRESCENT ,2255C,RAG MUS CREAM,  31.75 , 32x40 
CRESCENT ,2259C,RAG MUS ANTIQUE WHITE,  30.05 , 32x40 
CRESCENT ,2296C,RAG MUS UNB BLACK,  41.05 , 32x40 
CRESCENT ,2297C,RAG MUS UNB CREAM,  31.75 , 32x40 
CRESCENT ,2298C,RAG MUS UNB ANTIQUE WHT,  30.05 , 32x40 
CRESCENT ,2299C,RAG MUS UNB WHITE,  30.05 , 32x40 
CRESCENT ,229502C,SEL WHITE SALE 8PLY,  29.50 , 32x40 
CRESCENT ,229508C,SEL WHITE SANDS 8PLY,  29.50 , 32x40 
CRESCENT ,229598C,SEL BEFORE DARK 8PLY,  29.50 , 32x40 
CRESCENT ,229613C,SEL SUPER WHITE 8PLY,  29.50 , 32x40 
CRESCENT ,229848C,SEL JET BLACK 8PLY,  29.50 , 32x40 
CRESCENT ,25700C,SEL CS VIVID WHITE 8PLY,  39.60 , 32x40 
CRESCENT ,25702C,SEL CS WHITE 8PLY,  39.60 , 32x40 
CRESCENT ,25703C,SEL CS ANTIQUE WHITE 8PLY,  39.60 , 32x40 
CRESCENT ,25704C,SEL CS CREAM 8PLY,  39.60 , 32x40 
CRESCENT ,25706C,SEL CS TAN 8PLY,  39.60 , 32x40 
CRESCENT ,25711C,SEL CS DEEP BLACK 8PLY,  44.70 , 32x40 
CRESCENT ,25712C,SEL CS CLOUD GRAY 8PLY,  39.60 , 32x40 
CRESCENT ,29301C,EARTHCORE ECLIPSE/SHALE 6PLY,  54.06 , 32x40 
CRESCENT ,29302C,EARTHCORE URBANMOON/SHALE 6PLY,  54.06 , 32x40 
CRESCENT ,29303C,EARTHCORE SHADOWFALL/SHALE 6PL,  54.06 , 32x40 
CRESCENT ,29304C,EARTHCORE JUNIPER/MEADOW 6PLY,  54.06 , 32x40 
CRESCENT ,29305C,EARTHCORE FERN/MEADOW 6PLY,  54.06 , 32x40 
CRESCENT ,29306C,EARTHCORE CYPRESS/MEADOW 6PLY,  54.06 , 32x40 
CRESCENT ,29307C,EARTHCORE CLAYSTONE/DESERT 6PL,  54.06 , 32x40 
CRESCENT ,29308C,EARTHCORE MOSSWOOD/DESERT 6PLY,  54.06 , 32x40 
CRESCENT ,29309C,EARTHCORE SUNBAKED/DESERT 6PLY,  54.06 , 32x40 
CRESCENT ,29500C,SEL WHITE GLOVE 6PLY,  23.60 , 32x40 
CRESCENT ,29502C,SEL WHITE SALE 6PLY,  23.60 , 32x40 
CRESCENT ,29505C,SEL WHITE WASH 6PLY,  23.60 , 32x40 
CRESCENT ,29507C,SEL WHITE ELEPHANT 6PLY,  23.60 , 32x40 
CRESCENT ,29599C,SEL AFTER DARK 6PLY,  23.60 , 32x40 
CRESCENT ,5400C,SEL BRUSHED BRASS ETCH ME,  19.10 , 32x40 
CRESCENT ,5402C,SEL GUNMETAL ETCHED METAL,  19.10 , 32x40 
CRESCENT ,5403C,SEL OIL RUBBED BRONZE ETC,  19.10 , 32x40 
CRESCENT ,5501C,SEL FAB BROOK,  47.10 , 32x40 
CRESCENT ,5512C,SEL FAB CLEMENTINE,  47.10 , 32x40 
CRESCENT ,5515C,SEL FAB THICKET,  47.10 , 32x40 
CRESCENT ,5533C,SEL FAB VINTAGE WHITE,  57.10 , 32x40 
CRESCENT ,5539C,SEL FAB CREAM JUTE,  60.20 , 32x40 
CRESCENT ,5540C,SEL FAB BARNWOOD JUTE,  60.20 , 32x40 
CRESCENT ,5542C,SEL FAB BLACK JUTE,  60.20 , 32x40 
CRESCENT ,5559C,SEL FAB BRITISH TAN,  82.60 , 32x40 
CRESCENT ,5561C,SEL FAB SAHARA SAND,  82.60 , 32x40 
CRESCENT ,5579C,SEL UB ETCHED BLACK,  25.90 , 32x40 
CRESCENT ,5598C,SEL ETCHED BLACK,  19.15 , 32x40 
CRESCENT ,5632C,SEL FAB WARM WHITE,  82.60 , 32x40 
CRESCENT ,5636C,SEL FAB PURPLE TORCH,  47.10 , 32x40 
CRESCENT ,5638C,SEL FAB TILE BLUE,  47.10 , 32x40 
CRESCENT ,5647C,SEL CARNATION,  16.50 , 32x40 
CRESCENT ,5648C,SEL PEONY,  16.50 , 32x40 
CRESCENT ,5651C,SEL BLUEBIRD,  16.50 , 32x40 
CRESCENT ,5654C,SEL FAB NATURAL JUTE,  60.20 , 32x40 
CRESCENT ,5660C,SEL FAB WHITE SHIMMER,  52.20 , 32x40 
CRESCENT ,5661C,SEL FAB IVORY SHIMMER,  52.20 , 32x40 
CRESCENT ,5700C,SEL CS VIVID WHITE,  21.70 , 32x40 
CRESCENT ,5701C,SEL CS ARTIC WHITE,  21.70 , 32x40 
CRESCENT ,5702C,SEL CS WHITE,  21.70 , 32x40 
CRESCENT ,5703C,SEL CS ANTIQUE WHITE,  21.70 , 32x40 
CRESCENT ,5704C,SEL CS CREAM,  21.70 , 32x40 
CRESCENT ,5705C,SEL CS BUFF,  21.70 , 32x40 
CRESCENT ,5706C,SEL CS TAN,  21.70 , 32x40 
CRESCENT ,5708C,SEL CS DARK BROWN,  24.60 , 32x40 
CRESCENT ,5709C,SEL CS GRAY,  24.60 , 32x40 
CRESCENT ,5710C,SEL CS DARK GRAY,  27.80 , 32x40 
CRESCENT ,5711C,SEL CS DEEP BLACK,  24.60 , 32x40 
CRESCENT ,5712C,SEL CS CLOUD GRAY,  21.70 , 32x40 
CRESCENT ,5713C,SEL CS NEUTRAL GRAY,  27.80 , 32x40 
CRESCENT ,5714C,SEL CS CLASSIC GRAY,  24.60 , 32x40 
CRESCENT ,5851C,SEL FAB GOLDEN SHIMMER,  52.20 , 32x40 
CRESCENT ,5852C,SEL FAB SILVER SHIMMER,  52.20 , 32x40 
CRESCENT ,5853C,SEL FAB EBONY SHIMMER,  52.20 , 32x40 
CRESCENT ,69745C,SEL UB FOOTBALL,  35.80 , 32x40 
CRESCENT ,69746C,SEL UB BASKETBALL,  35.80 , 32x40 
CRESCENT ,91545C,SEL LIGHT UMBRIA,  16.50 , 32x40 
CRESCENT ,91604C,SEL WHEAT,  16.50 , 32x40 
CRESCENT ,91650C,SEL WARM WHITE,  16.50 , 32x40 
CRESCENT ,91672C,SEL BARELY PINK,  16.50 , 32x40 
CRESCENT ,91688C,SEL WHISPER WHITE,  16.50 , 32x40 
CRESCENT ,9501C,SEL WHITE COLLAR,  16.50 , 32x40 
CRESCENT ,9503C,SEL WHITE HOT,  16.50 , 32x40 
CRESCENT ,9504C,SEL WHITE LIE,  16.50 , 32x40 
CRESCENT ,9506C,SEL EGG WHITE,  16.50 , 32x40 
CRESCENT ,9507C,SEL WHITE ELEPHANT,  16.50 , 32x40 
CRESCENT ,9508C,SEL WHITE SANDS,  16.50 , 32x40 
CRESCENT ,9509C,SEL HALF & HALF,  16.50 , 32x40 
CRESCENT ,9510C,SEL FROTH,  16.50 , 32x40 
CRESCENT ,9511C,SEL FOSSIL,  16.50 , 32x40 
CRESCENT ,9512C,SEL MUMMY,  16.50 , 32x40 
CRESCENT ,9513C,SEL SAND TRAP,  16.50 , 32x40 
CRESCENT ,9514C,SEL TOASTY,  16.50 , 32x40 
CRESCENT ,9515C,SEL WET SAND,  16.50 , 32x40 
CRESCENT ,9516C,SEL TUSK,  16.50 , 32x40 
CRESCENT ,9518C,SEL SUMMER,  16.50 , 32x40 
CRESCENT ,9519C,SEL CURRY,  16.50 , 32x40 
CRESCENT ,9520C,SEL HAYSTACK,  16.50 , 32x40 
CRESCENT ,9521C,SEL GOLD RUSH,  16.50 , 32x40 
CRESCENT ,9522C,SEL OLEO,  16.50 , 32x40 
CRESCENT ,9523C,SEL OMELET,  16.50 , 32x40 
CRESCENT ,9525C,SEL SAGE ADVICE,  16.50 , 32x40 
CRESCENT ,9526C,SEL PICKLE,  16.50 , 32x40 
CRESCENT ,9527C,SEL WISE GREEN,  16.50 , 32x40 
CRESCENT ,9530C,SEL HEDGE HOG,  16.50 , 32x40 
CRESCENT ,9531C,SEL SPINACH,  16.50 , 32x40 
CRESCENT ,9533C,SEL BONSAI,  16.50 , 32x40 
CRESCENT ,9535C,SEL TURF,  16.50 , 32x40 
CRESCENT ,9536C,SEL FROND,  16.50 , 32x40 
CRESCENT ,9537C,SEL ENVY,  16.50 , 32x40 
CRESCENT ,9538C,SEL DEEP WOODS,  16.50 , 32x40 
CRESCENT ,9539C,SEL RIPTIDE,  16.50 , 32x40 
CRESCENT ,9542C,SEL BLUE MONDAY,  16.50 , 32x40 
CRESCENT ,9544C,SEL CHICAGO BLUES,  16.50 , 32x40 
CRESCENT ,9545C,SEL GLACIER,  16.50 , 32x40 
CRESCENT ,9546C,SEL BLUE SATIN,  16.50 , 32x40 
CRESCENT ,9547C,SEL IN A FOG,  16.50 , 32x40 
CRESCENT ,9548C,SEL BLUE LILAC,  16.50 , 32x40 
CRESCENT ,9549C,SEL INLET,  16.50 , 32x40 
CRESCENT ,9550C,SEL CABANA,  16.50 , 32x40 
CRESCENT ,9551C,SEL BLUE WAVE,  16.50 , 32x40 
CRESCENT ,9552C,SEL NYPD,  16.50 , 32x40 
CRESCENT ,9553C,SEL MOODY BLUE,  16.50 , 32x40 
CRESCENT ,9554C,SEL PHARAOH,  16.50 , 32x40 
CRESCENT ,9555C,SEL STEEL DRUM,  16.50 , 32x40 
CRESCENT ,9556C,SEL TEMPEST,  16.50 , 32x40 
CRESCENT ,9557C,SEL PIGEON,  16.50 , 32x40 
CRESCENT ,9558C,SEL GEODE,  16.50 , 32x40 
CRESCENT ,9560C,SEL EASTER EGG,  16.50 , 32x40 
CRESCENT ,9562C,SEL GRAPE JELLY,  16.50 , 32x40 
CRESCENT ,9564C,SEL PURPLE MOUNTAIN,  16.50 , 32x40 
CRESCENT ,9565C,SEL QUARRY,  16.50 , 32x40 
CRESCENT ,9567C,SEL COTTON CANDY,  16.50 , 32x40 
CRESCENT ,9570C,SEL SUSHI,  16.50 , 32x40 
CRESCENT ,9571C,SEL BANDAGE,  16.50 , 32x40 
CRESCENT ,9574C,SEL MAROONED,  16.50 , 32x40 
CRESCENT ,9576C,SEL VALENTINE,  16.50 , 32x40 
CRESCENT ,9579C,SEL MUDSLIDE,  16.50 , 32x40 
CRESCENT ,9581C,SEL HOT SAUCE,  16.50 , 32x40 
CRESCENT ,9584C,SEL CATCHERS MITT,  16.50 , 32x40 
CRESCENT ,9585C,SEL ROOT BEER,  16.50 , 32x40 
CRESCENT ,9586C,SEL BROWN SUGAR,  16.50 , 32x40 
CRESCENT ,9587C,SEL MILK CHOCOLATE,  16.50 , 32x40 
CRESCENT ,9590C,SEL FRESH BREW,  16.50 , 32x40 
CRESCENT ,9591C,SEL TOP SOIL,  16.50 , 32x40 
CRESCENT ,9592C,SEL BLIZZARD,  16.50 , 32x40 
CRESCENT ,9593C,SEL GRAVEL ROAD,  16.50 , 32x40 
CRESCENT ,9594C,SEL CONCRETE,  16.50 , 32x40 
CRESCENT ,9595C,SEL URBAN,  16.50 , 32x40 
CRESCENT ,9596C,SEL CUBICLE,  16.50 , 32x40 
CRESCENT ,9597C,SEL FIELD MOUSE,  16.50 , 32x40 
CRESCENT ,9598C,SEL BEFORE DARK,  16.50 , 32x40 
CRESCENT ,9600C,SEL BATTER,  16.50 , 32x40 
CRESCENT ,9601C,SEL SANDPAPER,  16.50 , 32x40 
CRESCENT ,9602C,SEL GUACAMOLE,  16.50 , 32x40 
CRESCENT ,9603C,SEL UNDERBRUSH,  16.50 , 32x40 
CRESCENT ,9604C,SEL BLARNEY,  16.50 , 32x40 
CRESCENT ,9605C,SEL TEALY DAN,  16.50 , 32x40 
CRESCENT ,9606C,SEL JAWS,  16.50 , 32x40 
CRESCENT ,9607C,SEL BLUE CHIP,  16.50 , 32x40 
CRESCENT ,9608C,SEL SWEET TART,  16.50 , 32x40 
CRESCENT ,9610C,SEL CODE RED,  16.50 , 32x40 
CRESCENT ,9611C,SEL PEAT MOSS,  16.50 , 32x40 
CRESCENT ,9612C,SEL FUZZ,  16.50 , 32x40 
CRESCENT ,9614C,SEL GLOW,  16.50 , 32x40 
CRESCENT ,9615C,SEL CREAM PUFF,  16.50 , 32x40 
CRESCENT ,9616C,SEL HONEY WHEAT,  16.50 , 32x40 
CRESCENT ,9618C,SEL TATER,  16.50 , 32x40 
CRESCENT ,9621C,SEL BUD,  16.50 , 32x40 
CRESCENT ,9624C,SEL SCRUBS,  16.50 , 32x40 
CRESCENT ,9625C,SEL BLUE MOON,  16.50 , 32x40 
CRESCENT ,9627C,SEL INK SPOT,  16.50 , 32x40 
CRESCENT ,9629C,SEL RHINO,  16.50 , 32x40 
CRESCENT ,9630C,SEL METEORITE,  16.50 , 32x40 
CRESCENT ,9631C,SEL COAL MINE,  16.50 , 32x40 
CRESCENT ,9632C,SEL BLACK BELT,  16.50 , 32x40 
CRESCENT ,9633C,SEL MORNING,  16.50 , 32x40 
CRESCENT ,9634C,SEL CLOUDBURST,  16.50 , 32x40 
CRESCENT ,9635C,SEL NIGHTFALL,  16.50 , 32x40 
CRESCENT ,9744C,SEL GOLF BALL,  28.70 , 32x40 
CRESCENT ,9747C,SEL COPPER METALLICS,  19.10 , 32x40 
CRESCENT ,9749C,SEL ROSE PLATINUM METALLI,  19.10 , 32x40 
CRESCENT ,9800C,SEL BAKERS WHITE,  16.50 , 32x40 
CRESCENT ,9801C,SEL CHALK,  16.50 , 32x40 
CRESCENT ,9802C,SEL WHITE ART,  16.50 , 32x40 
CRESCENT ,9804C,SEL PURE WHITE,  16.50 , 32x40 
CRESCENT ,9805C,SEL COCONUT MILK,  16.50 , 32x40 
CRESCENT ,9806C,SEL DOVE,  16.50 , 32x40 
CRESCENT ,9807C,SEL OFF WHITE,  16.50 , 32x40 
CRESCENT ,9808C,SEL IVORY ART,  16.50 , 32x40 
CRESCENT ,9809C,SEL TWILIGHT,  16.50 , 32x40 
CRESCENT ,9810C,SEL TAWNY,  16.50 , 32x40 
CRESCENT ,9811C,SEL PUTTY,  16.50 , 32x40 
CRESCENT ,9812C,SEL OLD IVORY,  16.50 , 32x40 
CRESCENT ,9813C,SEL SANDSTONE,  16.50 , 32x40 
CRESCENT ,9814C,SEL AUTUMN GOLD,  16.50 , 32x40 
CRESCENT ,9820C,SEL FOREST GREEN,  16.50 , 32x40 
CRESCENT ,9822C,SEL SIERRA OLIVE,  16.50 , 32x40 
CRESCENT ,9826C,SEL MOCHA GREEN,  16.50 , 32x40 
CRESCENT ,9827C,SEL FLAG BLUE,  16.50 , 32x40 
CRESCENT ,9830C,SEL BLUE NIGHT,  16.50 , 32x40 
CRESCENT ,9831C,SEL BLUE IRIS,  16.50 , 32x40 
CRESCENT ,9833C,SEL ORANGE ADE,  16.50 , 32x40 
CRESCENT ,9834C,SEL RUSSET,  16.50 , 32x40 
CRESCENT ,9837C,SEL ALL AMERICAN RED,  16.50 , 32x40 
CRESCENT ,9838C,SEL BRICK,  16.50 , 32x40 
CRESCENT ,9839C,SEL CABERNET,  16.50 , 32x40 
CRESCENT ,9840C,SEL PLUM,  16.50 , 32x40 
CRESCENT ,9846C,SEL DARK SHALE,  16.50 , 32x40 
CRESCENT ,9849C,SEL ANTWERPEN,  19.10 , 32x40 
CRESCENT ,9850C,SEL SILVER,  19.10 , 32x40 
CRESCENT ,9851C,SEL GOLD NUGGET,  19.10 , 32x40 
CRESCENT ,9852C,SEL GOLD,  19.10 , 32x40 
CRESCENT ,9853C,SEL BRUXELLES,  19.10 , 32x40 
CRESCENT ,9854C,SEL ROSE,  19.10 , 32x40 
CRESCENT ,9855C,SEL SPANISH GOLD,  19.10 , 32x40 
CRESCENT ,9856C,SEL SUN,  19.10 , 32x40 
CRESCENT ,9861C,SEL YORK,  16.50 , 32x40 
CRESCENT ,9865C,SEL KENSINGTON,  16.50 , 32x40 
CRESCENT ,9866C,SEL PLYMOUTH,  16.50 , 32x40 
CRESCENT ,9870C,SEL SILVER STAR,  19.10 , 32x40 
CRESCENT ,9872C,SEL IRISH GREEN,  16.50 , 32x40 
CRESCENT ,9874C,SEL RED LINE,  16.50 , 32x40 
CRESCENT ,9875C,SEL SAFFRON,  16.50 , 32x40 
CRESCENT ,9876C,SEL MANDARIN ORANGE,  16.50 , 32x40 
CRESCENT ,9877C,SEL MIDNIGHT GREEN,  16.50 , 32x40 
CRESCENT ,9878C,SEL AQUA GREEN,  16.50 , 32x40 
CRESCENT ,9879C,SEL PURPLE IRIS,  16.50 , 32x40 
CRESCENT ,9880C,SEL ROYAL BLUE,  16.50 , 32x40 
CRESCENT ,9881C,SEL REAL TEAL,  16.50 , 32x40 
CRESCENT ,9882C,SEL CORNFLOWER,  16.50 , 32x40 
CRESCENT ,9884C,SEL NAPA VALLEY RED,  16.50 , 32x40 
CRESCENT ,9885C,SEL JEANS,  16.50 , 32x40 
CRESCENT ,9886C,SEL DARK PURPLE,  16.50 , 32x40 
CRESCENT ,9887C,SEL BLACK-N-BLUE,  16.50 , 32x40 
CRESCENT ,9888C,SEL ELECTRIC BLUE,  16.50 , 32x40 
CRESCENT ,9889C,SEL DEEP BLUE,  16.50 , 32x40 
CRESCENT ,9892C,SEL DEEP ORANGE,  16.50 , 32x40 
CRESCENT ,9893C,SEL BLAZE ORANGE,  16.50 , 32x40 
CRESCENT ,9894C,SEL GOLDEN,  16.50 , 32x40 
CRESCENT ,9895C,SEL PEWTER,  16.50 , 32x40 
CRESCENT ,9896C,SEL LAWN,  16.50 , 32x40 
CRESCENT ,9898C,SEL BURNT ORANGE,  16.50 , 32x40 
CRESCENT ,9899C,SEL RED HOT,  16.50 , 32x40 
CRESCENT ,9900C,SEL UB BAKERS WHITE,  22.30 , 32x40 
CRESCENT ,9901C,SEL UB CHALK,  22.30 , 32x40 
CRESCENT ,9902C,SEL UB WHITE ART,  22.30 , 32x40 
CRESCENT ,9904C,SEL UB PURE WHITE,  22.30 , 32x40 
CRESCENT ,9905C,SEL UB DOVE,  22.30 , 32x40 
CRESCENT ,9906C,SEL UB OFF WHITE,  22.30 , 32x40 
CRESCENT ,9910C,SEL UB ANTWERPEN,  25.90 , 32x40 
CRESCENT ,9911C,SEL UB BRUXELLES,  25.90 , 32x40 
CRESCENT ,9912C,SEL UB SANDSTONE,  22.30 , 32x40 
CRESCENT ,9916C,SEL UB MOCHA GREEN,  22.30 , 32x40 
CRESCENT ,9917C,SEL UB FOREST GREEN,  22.30 , 32x40 
CRESCENT ,9922C,SEL UB FLAG BLUE,  22.30 , 32x40 
CRESCENT ,9923C,SEL UB BLUE NIGHT,  22.30 , 32x40 
CRESCENT ,9926C,SEL UB ALL AMERICAN RED,  22.30 , 32x40 
CRESCENT ,9927C,SEL UB BRICK,  22.30 , 32x40 
CRESCENT ,9928C,SEL UB CABERNET,  22.30 , 32x40 
CRESCENT ,9930C,SEL UB PLUM,  22.30 , 32x40 
CRESCENT ,9934C,SEL UB PUTTY,  22.30 , 32x40 
CRESCENT ,9935C,SEL UB YORK,  22.30 , 32x40 
CRESCENT ,9938C,SEL UB KENSINGTON,  22.30 , 32x40 
CRESCENT ,9942C,SEL UB DARK SHALE,  22.30 , 32x40 
CRESCENT ,9944C,SEL UB JET BLACK,  22.30 , 32x40 
CRESCENT ,9945C,SEL UB SILVER,  25.90 , 32x40 
CRESCENT ,9946C,SEL UB ROSE,  25.90 , 32x40 
CRESCENT ,9947C,SEL UB SPANISH GOLD,  25.90 , 32x40 
CRESCENT ,9948C,SEL UB BLACK BELT,  22.30 , 32x40 
